"id";"user_id";"music_id";"timestamp";"duration";"platform"
"H000149152";"U0000728";"S0008637";"2020/06/03 22:35:24";"00000000:01:35";"paper"
"H000144386";"U0000987";"S0007689";"2023/06/19 14:39:01";"00::03:33";"vinyl"
"H000134600";"U0000947";"S0001785";"2019/07/10 04:35:35";"00::02:06";"paper"
"H000144180";"U0000623";"S0000551";"2022/12/27 13:33:28";"00000000:04:53";"paper"
"H000134632";"U0000770";"S0009724";"2020/03/09 14:39:14";"000342";"paper"
"H000134130";"U0000156";"S0008048";"2024/01/10 11:57:09";"00::01:45";"vinyl"
"H000146045";"U0000611";"S0007722";"2022/06/19 01:53:13";"000224";"paper"
"H000140618";"U0000370";"S0001303";"2022/12/24 11:07:26";"00000000:04:48";"web"
"H000143856";"U0000267";"S0005066";"2019/11/16 20:05:36";"00::04:58";"vinyl"
"H000132287";"U0000683";"S0009556";"2024/06/10 11:12:32";"000427";"paper"
"H000146057";"U0000053";"S0006439";"2020/02/14 09:51:15";"00::01:40";"web"
"H000144098";"U0000495";"S0006131";"2024/07/23 19:25:19";"00::04:10";"web"
"H000141783";"U0000920";"S0004717";"2020/01/08 08:15:40";"00000000:03:32";"web"
"H000137237";"U0000735";"S0003524";"2022/02/23 13:25:07";"00000000:04:59";"vinyl"
"H000135405";"U0000395";"S0008831";"2019/12/11 22:56:31";"00000000:03:49";"vinyl"
"H000131924";"U0000182";"S0007491";"2020/10/05 23:20:19";"00000:03:19";"web"
"H000133843";"U0000605";"S0006042";"2020/01/05 02:35:52";"00000:04:06";"vinyl"
"H000148879";"U0000243";"S0006108";"2021/12/13 22:14:38";"00:03";"web"
"H000134681";"U0000834";"S0008356";"2024/08/26 08:34:18";"000451";"paper"
"H000134819";"U0000646";"S0003803";"2022/11/15 21:28:56";"000306";"web"
"H000140796";"U0000962";"S0008412";"2022/04/03 15:02:17";"00000:04:39";"web"
"H000135139";"U0000733";"S0008065";"2023/03/19 06:55:21";"00000:04:53";"web"
"H000134563";"U0000018";"S0009018";"2021/06/05 07:36:28";"00::01:39";"vinyl"
"H000137270";"U0000199";"S0009581";"2020/02/11 15:21:55";"00000000:04:08";"paper"
"H000131588";"U0000117";"S0004118";"2019/02/07 02:43:33";"00000000:03:43";"vinyl"
"H000142046";"U0000874";"S0000077";"2018/11/26 21:32:43";"00:02";"web"
"H000135555";"U0000598";"S0003346";"2020/02/10 16:10:21";"000443";"web"
"H000136697";"U0000694";"S0001018";"2018/12/17 16:51:31";"000339";"paper"
"H000148996";"U0000061";"S0001408";"2021/10/06 02:17:35";"00000:02:13";"vinyl"
"H000144397";"U0000182";"S0005697";"2021/10/09 05:27:18";"00::02:42";"web"
"H000142880";"U0000300";"S0009635";"2022/02/12 16:26:52";"00000:01:21";"paper"
"H000133403";"U0000302";"S0005739";"2021/05/15 19:38:32";"000255";"web"
"H000141668";"U0000880";"S0005804";"2022/05/13 04:04:34";"00::03:51";"paper"
"H000143519";"U0000390";"S0004087";"2021/09/12 03:28:03";"00:04";"web"
"H000137025";"U0000986";"S0006413";"2020/03/25 22:19:53";"000351";"web"
"H000146801";"U0000492";"S0007118";"2020/06/24 03:53:29";"00000000:02:18";"web"
"H000130287";"U0000232";"S0001663";"2021/10/07 14:14:00";"00000000:02:53";"paper"
"H000132404";"U0000662";"S0006680";"2018/08/14 07:41:18";"00000000:03:07";"vinyl"
"H000138748";"U0000280";"S0009426";"2019/08/07 16:37:08";"00000:03:58";"web"
"H000145947";"U0000898";"S0002380";"2020/12/07 00:55:16";"00000000:03:24";"vinyl"
"H000149093";"U0000691";"S0008814";"2020/10/13 13:32:43";"00::03:09";"web"
"H000138535";"U0000356";"S0008799";"2020/01/02 20:08:20";"000153";"vinyl"
"H000131783";"U0000533";"S0007929";"2020/04/18 02:39:52";"00::01:43";"web"
"H000139024";"U0000759";"S0003887";"2018/07/31 17:07:22";"00::01:43";"vinyl"
"H000136770";"U0000016";"S0007690";"2019/04/05 16:44:49";"00000000:01:39";"vinyl"
"H000130951";"U0000734";"S0006047";"2019/10/14 03:09:17";"00::03:57";"paper"
"H000138904";"U0000110";"S0006609";"2019/11/16 01:57:43";"000456";"paper"
"H000146856";"U0000372";"S0007201";"2019/02/17 21:18:25";"00::02:34";"paper"
"H000144300";"U0000801";"S0005845";"2022/09/14 20:53:26";"00000:04:44";"paper"
"H000145534";"U0000746";"S0007533";"2022/08/03 04:12:26";"00:04";"vinyl"
"H000143929";"U0000461";"S0001998";"2020/03/28 04:56:02";"00:02";"web"
"H000132706";"U0000330";"S0002566";"2022/03/15 17:01:47";"000319";"paper"
"H000148785";"U0000320";"S0004934";"2020/09/01 07:10:49";"00000000:02:03";"web"
"H000144354";"U0000153";"S0005015";"2021/12/18 17:20:49";"000142";"vinyl"
"H000144902";"U0000583";"S0003886";"2019/11/08 14:32:02";"00::01:30";"paper"
"H000138627";"U0000326";"S0003720";"2022/11/11 18:35:06";"00000000:03:20";"web"
"H000139164";"U0000817";"S0003486";"2023/08/07 17:17:34";"000139";"vinyl"
"H000140068";"U0000766";"S0003732";"2023/08/20 00:25:35";"00:02";"paper"
"H000148050";"U0000823";"S0008346";"2022/05/01 22:08:39";"000438";"vinyl"
"H000135393";"U0000885";"S0000494";"2022/08/26 05:10:32";"00000000:04:50";"vinyl"
"H000148519";"U0000542";"S0002638";"2023/10/15 20:37:22";"00000:04:12";"web"
"H000142965";"U0000267";"S0005148";"2024/03/24 10:43:49";"00000:02:35";"paper"
"H000136940";"U0000685";"S0000391";"2019/11/18 04:12:15";"00000:01:53";"paper"
"H000143297";"U0000292";"S0001335";"2022/11/11 12:25:52";"00000000:02:45";"vinyl"
"H000131257";"U0000700";"S0004250";"2019/11/18 05:31:44";"00000000:01:25";"web"
"H000148939";"U0000869";"S0007172";"2018/11/02 07:07:13";"00000000:04:36";"vinyl"
"H000141530";"U0000572";"S0000558";"2024/04/20 13:29:53";"00000000:02:27";"web"
"H000130134";"U0000601";"S0006128";"2022/01/01 13:19:05";"00000000:01:52";"vinyl"
"H000139989";"U0000379";"S0008376";"2021/05/12 09:13:54";"00000:01:25";"web"
"H000133859";"U0000335";"S0002846";"2022/04/20 11:19:06";"00::02:59";"vinyl"
"H000148045";"U0000825";"S0008665";"2022/09/20 21:22:15";"00:01";"paper"
"H000139255";"U0000146";"S0008283";"2023/11/24 03:57:58";"000254";"web"
"H000132661";"U0000344";"S0001811";"2019/04/01 00:57:57";"00::01:40";"vinyl"
"H000140148";"U0000471";"S0000962";"2023/10/03 17:37:32";"00:03";"web"
"H000139716";"U0000734";"S0009810";"2018/09/11 07:08:34";"00000000:01:58";"vinyl"
"H000145009";"U0000961";"S0009577";"2022/03/23 09:04:34";"00::02:04";"vinyl"
"H000146861";"U0000334";"S0009029";"2019/05/18 09:34:00";"00:04";"web"
"H000130541";"U0000747";"S0003513";"2021/07/16 22:16:01";"00:04";"vinyl"
"H000144680";"U0000511";"S0002766";"2022/04/15 11:51:16";"00::02:39";"vinyl"
"H000132738";"U0000486";"S0002438";"2018/09/26 00:32:46";"00000:04:43";"vinyl"
"H000145756";"U0000747";"S0007479";"2020/07/26 14:49:40";"00000000:02:57";"paper"
"H000142551";"U0000065";"S0006035";"2021/11/10 18:23:31";"00000000:01:28";"web"
"H000139021";"U0000818";"S0008807";"2023/11/26 19:22:49";"000355";"paper"
"H000144411";"U0000072";"S0002155";"2020/11/17 12:49:50";"000151";"paper"
"H000141468";"U0000240";"S0007625";"2023/12/02 12:55:02";"000247";"paper"
"H000148067";"U0000983";"S0000112";"2022/02/11 01:01:07";"00::03:54";"vinyl"
"H000131770";"U0000052";"S0002726";"2019/09/21 18:02:39";"00::04:44";"web"
"H000135798";"U0000282";"S0001984";"2019/05/29 19:13:35";"00::02:32";"paper"
"H000131066";"U0000220";"S0002146";"2020/12/30 23:59:43";"00:04";"vinyl"
"H000135350";"U0000515";"S0005268";"2022/04/08 05:51:54";"00::03:46";"web"
"H000141345";"U0000500";"S0005290";"2019/06/28 23:11:40";"00000:03:48";"web"
"H000133803";"U0000684";"S0004936";"2023/10/17 03:09:00";"000222";"vinyl"
"H000148973";"U0000815";"S0007683";"2022/03/09 05:50:25";"00::03:24";"paper"
"H000148320";"U0000500";"S0008886";"2023/08/01 21:08:55";"00::03:16";"vinyl"
"H000130443";"U0000543";"S0004017";"2020/08/01 15:11:54";"00000:04:24";"paper"
"H000131616";"U0000333";"S0001508";"2019/11/14 11:03:48";"00000000:03:24";"web"
"H000143045";"U0000026";"S0001979";"2023/07/27 07:15:49";"00000:03:05";"web"
"H000143338";"U0000438";"S0000870";"2023/10/27 07:38:25";"00000:03:33";"vinyl"
"H000148221";"U0000868";"S0007913";"2020/08/03 16:48:48";"00:03";"paper"
"H000140709";"U0000195";"S0005993";"2023/04/26 19:10:23";"00000000:02:54";"vinyl"
"H000132227";"U0000712";"S0007507";"2020/04/10 09:55:31";"00::01:51";"web"
"H000144799";"U0000009";"S0002798";"2020/05/03 02:43:19";"00000:02:12";"vinyl"
"H000141306";"U0000578";"S0002999";"2018/12/20 03:50:27";"00000:04:58";"vinyl"
"H000131937";"U0000825";"S0005367";"2021/06/25 09:03:47";"00::01:58";"web"
"H000138378";"U0000689";"S0009236";"2021/05/02 14:26:06";"000446";"web"
"H000137535";"U0000196";"S0005634";"2023/04/26 20:46:46";"00::02:59";"paper"
"H000148552";"U0000639";"S0005765";"2021/11/01 09:29:19";"00000:02:33";"paper"
"H000143420";"U0000431";"S0002553";"2022/02/04 00:12:34";"000231";"web"
"H000149407";"U0000897";"S0002529";"2022/08/07 05:45:14";"00:01";"web"
"H000144145";"U0000988";"S0003219";"2022/08/19 21:24:43";"00000000:01:38";"vinyl"
"H000133663";"U0000702";"S0006565";"2022/08/11 21:56:02";"00000000:02:04";"paper"
"H000135392";"U0000075";"S0004761";"2021/05/12 20:33:41";"00:04";"paper"
"H000144189";"U0000604";"S0006718";"2020/07/25 21:13:44";"00::02:02";"paper"
"H000134506";"U0000745";"S0001718";"2021/12/21 10:03:44";"00000000:01:55";"web"
"H000149294";"U0000528";"S0002319";"2023/05/05 07:04:01";"00000:04:06";"vinyl"
"H000136691";"U0000017";"S0009131";"2020/11/10 02:05:19";"000237";"web"
"H000141884";"U0000206";"S0003574";"2021/12/09 09:40:32";"000141";"web"
"H000140294";"U0000319";"S0003529";"2019/05/17 14:26:28";"00::02:09";"web"
"H000134005";"U0000521";"S0005200";"2020/01/28 11:22:50";"00::04:23";"vinyl"
"H000142096";"U0000457";"S0000688";"2018/09/04 02:26:02";"000454";"vinyl"
"H000146976";"U0000239";"S0007267";"2022/03/13 12:12:35";"00:04";"web"
"H000137130";"U0000539";"S0002052";"2022/03/28 12:52:15";"00::03:07";"vinyl"
"H000138986";"U0000746";"S0001281";"2021/11/22 05:50:49";"00::04:59";"vinyl"
"H000144184";"U0000202";"S0008157";"2024/08/30 09:46:51";"00:03";"web"
"H000131765";"U0000060";"S0007509";"2020/09/02 00:01:14";"00::03:17";"web"
"H000143441";"U0000598";"S0001859";"2019/09/01 05:57:41";"00::02:06";"paper"
"H000147984";"U0000387";"S0005947";"2020/05/30 19:02:24";"00000:02:25";"paper"
"H000138833";"U0000188";"S0006839";"2020/11/06 00:13:54";"00::01:46";"web"
"H000140539";"U0000208";"S0002498";"2021/03/08 00:49:09";"00::04:55";"web"
"H000142868";"U0000518";"S0001402";"2020/01/10 18:59:46";"00000000:04:27";"vinyl"
"H000139091";"U0000744";"S0000594";"2020/02/06 17:31:54";"00:04";"vinyl"
"H000137203";"U0000757";"S0001213";"2019/05/30 04:04:08";"00000:03:29";"web"
"H000136973";"U0000930";"S0000838";"2023/06/21 09:54:46";"00000:03:58";"web"
"H000143744";"U0000896";"S0000402";"2022/02/05 13:02:58";"000346";"vinyl"
"H000143736";"U0000950";"S0002679";"2020/07/11 00:10:42";"00::04:29";"web"
"H000149422";"U0000094";"S0003859";"2024/03/01 08:33:40";"000406";"vinyl"
"H000138797";"U0000728";"S0001048";"2024/06/17 12:07:50";"00000000:04:20";"vinyl"
"H000147817";"U0000032";"S0001118";"2023/03/10 04:02:22";"000250";"vinyl"
"H000136228";"U0000153";"S0001708";"2023/04/15 17:16:27";"00000000:03:30";"web"
"H000146959";"U0000225";"S0008852";"2022/12/06 12:35:57";"00:04";"paper"
"H000143286";"U0000595";"S0004024";"2023/12/08 04:46:10";"00000:02:09";"vinyl"
"H000142272";"U0000913";"S0001303";"2019/02/17 07:34:32";"00000:02:26";"web"
"H000131068";"U0000275";"S0003210";"2018/10/20 15:35:19";"00:02";"paper"
"H000149008";"U0000267";"S0003923";"2023/08/05 05:09:00";"00:03";"web"
"H000138237";"U0000789";"S0008118";"2020/12/09 12:52:30";"000143";"vinyl"
"H000134481";"U0000112";"S0002685";"2023/07/08 16:25:20";"00::04:06";"vinyl"
"H000134588";"U0000282";"S0003079";"2020/03/31 06:23:40";"00000:03:01";"paper"
"H000147605";"U0000495";"S0003515";"2024/05/27 22:03:08";"00000000:03:34";"paper"
"H000139933";"U0000110";"S0003535";"2024/04/15 20:58:47";"00::03:16";"web"
"H000145667";"U0000742";"S0003004";"2023/07/25 15:40:06";"00:03";"paper"
"H000135723";"U0000961";"S0004129";"2018/06/24 03:12:08";"00::01:47";"vinyl"
"H000144697";"U0000282";"S0001478";"2021/11/23 00:56:18";"00000000:02:37";"paper"
"H000141197";"U0000880";"S0009656";"2021/05/25 12:22:43";"00:02";"vinyl"
"H000143195";"U0000396";"S0005456";"2021/01/13 13:06:17";"00000:04:13";"paper"
"H000135201";"U0000770";"S0005655";"2020/03/11 23:13:13";"00:02";"vinyl"
"H000134057";"U0000305";"S0006734";"2024/07/19 11:50:05";"00000000:03:06";"vinyl"
"H000145766";"U0000930";"S0000130";"2024/03/16 14:03:33";"00000000:04:09";"web"
"H000133600";"U0000146";"S0006743";"2021/11/08 09:40:08";"00::02:20";"web"
"H000139504";"U0000767";"S0003231";"2024/06/25 21:38:06";"00:04";"paper"
"H000146722";"U0000002";"S0002402";"2019/07/03 08:12:00";"000337";"web"
"H000132843";"U0000827";"S0009368";"2019/01/22 23:14:26";"000322";"web"
"H000134878";"U0000336";"S0008506";"2024/02/09 18:54:49";"00000:02:00";"web"
"H000135402";"U0000485";"S0000517";"2019/09/28 18:27:37";"00000000:02:17";"paper"
"H000143731";"U0000586";"S0005588";"2019/09/05 02:08:33";"00000000:04:12";"paper"
"H000141335";"U0000069";"S0000948";"2019/01/27 14:06:00";"00::03:58";"paper"
"H000131485";"U0000728";"S0007702";"2020/01/19 17:40:57";"00:01";"vinyl"
"H000142500";"U0000705";"S0002808";"2022/04/11 07:06:11";"00000000:02:52";"paper"
"H000131721";"U0000563";"S0006794";"2019/02/16 03:55:09";"00000:01:22";"paper"
"H000140410";"U0000750";"S0005884";"2020/11/14 09:52:21";"00:01";"paper"
"H000130790";"U0000140";"S0006292";"2020/07/19 00:41:55";"00000:03:21";"paper"
"H000144619";"U0000426";"S0006463";"2019/09/04 04:22:18";"00::01:47";"web"
"H000146610";"U0000980";"S0002453";"2021/01/29 13:45:02";"000415";"paper"
"H000136702";"U0000673";"S0002212";"2020/10/06 18:40:07";"00000:02:26";"paper"
"H000147147";"U0000648";"S0009968";"2024/06/25 17:44:09";"000222";"web"
"H000142961";"U0000530";"S0008428";"2023/08/23 10:40:31";"00000000:04:52";"web"
"H000147772";"U0000874";"S0006181";"2021/05/18 02:43:34";"00:01";"vinyl"
"H000135083";"U0000852";"S0008635";"2020/02/10 22:37:17";"00000000:03:13";"vinyl"
"H000142621";"U0000505";"S0001967";"2019/03/04 06:42:09";"00000000:04:58";"web"
"H000148141";"U0000089";"S0001385";"2021/04/27 23:32:08";"000254";"vinyl"
"H000142548";"U0000483";"S0003358";"2020/03/19 20:11:25";"00000000:04:40";"vinyl"
"H000146096";"U0000834";"S0004811";"2021/07/27 08:45:29";"00:04";"paper"
"H000145974";"U0000399";"S0000144";"2020/02/02 08:49:08";"00::04:21";"paper"
"H000136687";"U0000824";"S0004819";"2020/05/24 04:52:51";"00:04";"paper"
"H000140016";"U0000670";"S0001637";"2023/05/16 23:52:02";"000443";"paper"
"H000133257";"U0000027";"S0007703";"2024/04/21 16:09:09";"000146";"paper"
"H000130544";"U0000778";"S0002179";"2018/11/28 02:14:37";"00::04:17";"paper"
"H000147012";"U0000766";"S0007183";"2023/02/19 14:23:27";"00:04";"web"
"H000142160";"U0000580";"S0001702";"2020/11/16 09:38:38";"00::04:00";"web"
"H000140434";"U0000570";"S0003469";"2021/02/06 09:08:19";"000358";"vinyl"
"H000143210";"U0000305";"S0001478";"2023/01/24 04:49:20";"00::02:35";"vinyl"
"H000145031";"U0000496";"S0000227";"2023/05/07 03:15:47";"00000000:04:48";"vinyl"
"H000138401";"U0000261";"S0001865";"2023/05/28 08:03:17";"000435";"web"
"H000142467";"U0000690";"S0000310";"2022/12/27 11:29:22";"000258";"web"
"H000145942";"U0000013";"S0003207";"2022/04/28 11:28:54";"00000000:03:37";"web"
"H000131096";"U0000237";"S0001074";"2019/05/03 01:03:30";"00:04";"web"
"H000139937";"U0000495";"S0000802";"2024/05/25 00:49:00";"00000000:04:37";"paper"
"H000133456";"U0000111";"S0005201";"2023/12/13 17:32:49";"00000000:02:02";"web"
"H000147242";"U0000082";"S0002885";"2022/06/19 16:31:08";"000214";"vinyl"
"H000132785";"U0000528";"S0007438";"2024/02/23 23:12:20";"00::03:59";"paper"
"H000133870";"U0000322";"S0001351";"2024/04/12 04:41:50";"00:04";"vinyl"
"H000142971";"U0000788";"S0001024";"2020/01/09 17:26:02";"00::01:23";"paper"
"H000131585";"U0000902";"S0000101";"2021/02/21 02:07:08";"00000000:03:14";"web"
"H000130626";"U0000155";"S0005191";"2023/04/03 01:11:52";"00::03:54";"paper"
"H000136633";"U0000129";"S0001031";"2021/05/02 19:37:53";"00:03";"web"
"H000134928";"U0000233";"S0009302";"2020/04/23 07:05:25";"00::02:33";"vinyl"
"H000141758";"U0000890";"S0006052";"2019/04/04 19:59:42";"00:01";"paper"
"H000134526";"U0000700";"S0001589";"2023/09/04 20:09:12";"00000:02:53";"vinyl"
"H000144228";"U0000092";"S0000755";"2024/01/07 12:41:07";"00000000:01:35";"vinyl"
"H000143032";"U0000131";"S0006963";"2021/03/11 08:23:24";"00::02:17";"vinyl"
"H000143879";"U0000393";"S0000352";"2020/06/25 10:54:47";"00:01";"vinyl"
"H000141784";"U0000185";"S0001918";"2019/10/24 22:46:33";"00::02:14";"web"
"H000135553";"U0000360";"S0005277";"2020/11/24 21:24:09";"00:03";"web"
"H000132563";"U0000481";"S0009789";"2018/08/01 01:08:40";"00000000:01:56";"vinyl"
"H000138311";"U0000729";"S0005988";"2018/12/04 06:55:44";"000316";"paper"
"H000143437";"U0000109";"S0005686";"2021/12/20 14:10:40";"000321";"web"
"H000141849";"U0000736";"S0009191";"2022/11/30 15:32:58";"00:02";"paper"
"H000136029";"U0000654";"S0004758";"2023/10/05 06:20:13";"00000:03:25";"web"
"H000137853";"U0000969";"S0007073";"2020/04/17 02:39:37";"00:03";"paper"
"H000146163";"U0000082";"S0003795";"2020/12/24 23:14:59";"000423";"vinyl"
"H000131040";"U0000451";"S0002096";"2019/01/06 16:34:50";"00:04";"paper"
"H000131345";"U0000137";"S0005707";"2023/01/07 17:26:26";"00:02";"vinyl"
"H000135542";"U0000042";"S0001078";"2021/05/19 12:45:48";"00000:01:47";"web"
"H000138579";"U0000330";"S0002550";"2022/05/17 05:16:01";"000400";"vinyl"
"H000144295";"U0000992";"S0001015";"2018/06/28 17:30:31";"00000:04:33";"paper"
"H000140291";"U0000739";"S0005000";"2018/12/17 05:22:04";"00:02";"paper"
"H000148556";"U0000703";"S0004787";"2020/09/17 06:39:07";"000314";"vinyl"
"H000148410";"U0000122";"S0006082";"2023/02/12 07:10:31";"00000:04:27";"paper"
"H000137794";"U0000078";"S0008757";"2023/10/17 04:18:57";"00:03";"paper"
"H000135151";"U0000516";"S0007878";"2020/09/05 22:48:56";"00000:04:46";"vinyl"
"H000132126";"U0000735";"S0004858";"2023/09/16 21:24:08";"000459";"web"
"H000139984";"U0000698";"S0004431";"2023/08/16 10:24:28";"00000000:04:31";"vinyl"
"H000140550";"U0000031";"S0009928";"2019/02/16 17:46:20";"00000000:02:50";"vinyl"
"H000147331";"U0000121";"S0008971";"2022/03/19 12:37:13";"00:04";"vinyl"
"H000148706";"U0000002";"S0004648";"2022/07/28 02:45:21";"00000:02:13";"paper"
"H000148757";"U0000605";"S0008666";"2018/09/15 19:31:34";"00000000:02:23";"paper"
"H000135949";"U0000006";"S0008223";"2024/04/08 20:21:08";"000138";"paper"
"H000141096";"U0000054";"S0003962";"2021/09/10 06:42:08";"000454";"vinyl"
"H000138330";"U0000258";"S0000934";"2024/07/01 12:06:35";"00000000:02:48";"vinyl"
"H000131035";"U0000715";"S0006384";"2020/04/29 04:30:24";"000143";"paper"
"H000143016";"U0000072";"S0004075";"2018/07/04 14:50:00";"00::03:45";"web"
"H000148546";"U0000149";"S0007138";"2019/04/22 14:04:51";"00::01:38";"paper"
"H000137010";"U0000566";"S0008927";"2023/09/16 00:07:27";"00::03:33";"web"
"H000130794";"U0000523";"S0002040";"2021/11/03 11:42:36";"00000000:01:57";"paper"
"H000132966";"U0000634";"S0001922";"2019/08/02 03:45:09";"00:01";"vinyl"
"H000136675";"U0000255";"S0009749";"2022/01/03 14:31:57";"000436";"web"
"H000135160";"U0000324";"S0006806";"2024/05/01 12:16:15";"00::02:31";"vinyl"
"H000144535";"U0000337";"S0002045";"2022/06/02 20:36:28";"00:03";"vinyl"
"H000135935";"U0000523";"S0006194";"2022/12/18 05:13:12";"00000000:04:40";"web"
"H000132071";"U0000899";"S0006816";"2021/08/28 18:05:42";"00000000:02:36";"web"
"H000137815";"U0000100";"S0005048";"2019/05/27 00:43:50";"00000000:04:31";"vinyl"
"H000135704";"U0000081";"S0008833";"2023/01/13 19:07:09";"00::02:49";"web"
"H000132099";"U0000595";"S0003462";"2019/12/16 15:51:21";"00:03";"vinyl"
"H000142197";"U0000343";"S0004877";"2022/11/26 11:53:32";"00:04";"vinyl"
"H000145533";"U0000931";"S0001170";"2018/10/04 11:05:48";"00::03:33";"vinyl"
"H000146079";"U0000209";"S0001260";"2021/02/13 05:38:44";"00:04";"web"
"H000145083";"U0000231";"S0008575";"2022/02/25 19:24:43";"00000:03:53";"paper"
"H000144719";"U0000195";"S0007866";"2023/11/04 01:22:38";"000243";"vinyl"
"H000132684";"U0000962";"S0000363";"2022/02/18 23:26:50";"00::04:54";"vinyl"
"H000143755";"U0000608";"S0008006";"2021/09/13 11:48:42";"00:03";"paper"
"H000148629";"U0000277";"S0000720";"2024/04/25 03:03:49";"00000000:01:55";"vinyl"
"H000147907";"U0000871";"S0001641";"2018/06/28 04:29:52";"00:02";"vinyl"
"H000130555";"U0000721";"S0008177";"2019/02/18 11:43:47";"00::02:03";"paper"
"H000142306";"U0000195";"S0005977";"2024/01/26 19:49:38";"000253";"vinyl"
"H000143787";"U0000494";"S0008028";"2023/05/12 21:48:06";"00:02";"web"
"H000148268";"U0000955";"S0003167";"2019/04/20 19:34:25";"00000000:01:35";"web"
"H000142184";"U0000583";"S0008497";"2020/07/10 09:13:09";"00:03";"paper"
"H000144630";"U0000086";"S0004052";"2020/12/23 00:30:40";"00::03:58";"web"
"H000133838";"U0000341";"S0003912";"2023/11/11 11:59:37";"00000000:04:46";"paper"
"H000145416";"U0000045";"S0000649";"2018/09/24 18:14:04";"00::02:46";"web"
"H000149250";"U0000675";"S0002329";"2022/12/02 16:55:44";"000317";"paper"
"H000140400";"U0000264";"S0005395";"2021/04/30 06:35:46";"00::04:19";"paper"
"H000141234";"U0000190";"S0005574";"2023/06/24 08:00:20";"00::03:24";"web"
"H000140650";"U0000337";"S0007392";"2020/11/18 18:43:17";"00000000:04:28";"paper"
"H000141088";"U0000936";"S0007245";"2018/08/10 01:28:10";"00::02:17";"paper"
"H000131474";"U0000648";"S0008531";"2020/01/17 14:58:33";"000135";"web"
"H000133432";"U0000873";"S0000512";"2024/06/16 22:53:56";"00000000:02:33";"vinyl"
"H000135663";"U0000299";"S0008144";"2021/01/27 02:50:31";"000214";"paper"
"H000137607";"U0000097";"S0003906";"2022/03/17 16:05:10";"00000000:01:30";"paper"
"H000131570";"U0000216";"S0005899";"2019/04/21 21:22:22";"000207";"vinyl"
"H000136140";"U0000982";"S0009850";"2019/09/08 18:15:38";"00000000:01:20";"vinyl"
"H000148200";"U0000816";"S0008320";"2023/06/03 19:54:45";"000319";"paper"
"H000143884";"U0000734";"S0008021";"2020/08/27 13:41:28";"00000000:04:50";"vinyl"
"H000147790";"U0000579";"S0001360";"2023/09/03 16:38:45";"00:03";"vinyl"
"H000134877";"U0000458";"S0003442";"2021/10/24 02:37:57";"00000:02:36";"paper"
"H000145745";"U0000542";"S0001523";"2024/03/11 07:34:43";"00000:04:27";"paper"
"H000138643";"U0000334";"S0001416";"2020/11/13 20:21:49";"00::04:31";"web"
"H000133445";"U0000033";"S0007138";"2024/02/21 18:15:45";"00000:03:50";"vinyl"
"H000131725";"U0000936";"S0003970";"2021/02/15 20:17:19";"00::01:45";"vinyl"
"H000148751";"U0000034";"S0000198";"2018/12/17 18:57:03";"00::01:56";"web"
"H000149413";"U0000946";"S0002946";"2024/02/18 16:23:31";"00:03";"web"
"H000145506";"U0000841";"S0000882";"2022/12/24 18:00:50";"000137";"web"
"H000133576";"U0000350";"S0008203";"2019/12/09 10:01:28";"00000000:01:21";"vinyl"
"H000135838";"U0000866";"S0006986";"2024/01/07 12:22:08";"000213";"vinyl"
"H000136292";"U0000485";"S0008953";"2020/04/27 11:48:17";"00::04:27";"vinyl"
"H000141763";"U0000023";"S0007162";"2020/10/23 07:59:50";"000342";"web"
"H000141721";"U0000588";"S0000904";"2018/11/20 19:59:57";"00::04:55";"web"
"H000137906";"U0000953";"S0005774";"2024/05/30 08:50:04";"00::04:30";"paper"
"H000141624";"U0000101";"S0009091";"2021/10/18 00:52:08";"000358";"paper"
"H000130510";"U0000874";"S0006581";"2018/12/21 01:38:55";"00:04";"web"
"H000148812";"U0000473";"S0009304";"2018/06/01 00:13:19";"00000000:01:57";"paper"
"H000142859";"U0000430";"S0006600";"2020/04/29 03:57:08";"00000:04:26";"paper"
"H000149313";"U0000956";"S0007914";"2024/03/22 08:13:23";"00000:01:23";"vinyl"
"H000131308";"U0000224";"S0001355";"2022/03/17 17:35:26";"00000000:03:07";"web"
"H000137997";"U0000888";"S0000167";"2021/04/05 02:46:10";"00000:02:30";"web"
"H000136506";"U0000568";"S0008283";"2021/07/23 04:27:44";"00000000:02:30";"paper"
"H000144002";"U0000297";"S0001849";"2021/07/18 22:20:41";"00000:03:40";"vinyl"
"H000132011";"U0000123";"S0003523";"2021/06/10 01:10:08";"00::04:42";"vinyl"
"H000141696";"U0000662";"S0003059";"2021/08/31 18:16:21";"000233";"paper"
"H000132813";"U0000637";"S0003579";"2023/07/27 21:25:44";"00000000:02:53";"vinyl"
"H000147144";"U0000052";"S0009568";"2019/09/26 18:25:22";"00000000:03:39";"vinyl"
"H000144824";"U0000482";"S0000079";"2023/08/17 06:27:54";"00:02";"vinyl"
"H000138123";"U0000774";"S0001388";"2020/11/16 23:06:57";"00000:04:47";"vinyl"
"H000139045";"U0000576";"S0009356";"2021/02/19 00:13:14";"00::01:58";"vinyl"
"H000146715";"U0000306";"S0007221";"2022/07/16 20:02:39";"00000:03:27";"vinyl"
"H000140980";"U0000433";"S0007374";"2020/11/20 01:02:59";"00000000:02:05";"web"
"H000133689";"U0000979";"S0003442";"2023/11/13 13:51:28";"000335";"paper"
"H000134821";"U0000394";"S0000977";"2022/12/12 17:05:10";"000312";"paper"
